_id,key,value
1,routine_trust_agent_service_key,0
2,init_time,1617477051434
4,pref_metaloader_finished,3.1.17.6
5,is_preadded_item,true
6,routine_meta_data_loading_statue,complete
7,update_noti_time,1626981936306
8,running_face_widget_ids,
