type,word,wordgroup,wordvalue,flags,CultureId,numericvalue
0,version,0,0,11,12,0
1,:,0,0,0,12,1
2,l'hiver,25,107,0,9,0
2,printemps,25,108,0,9,0
2,été,25,109,0,9,0
2,l'automne,25,110,0,9,0
1,du mat,4,37,0,12,0
1,du matin,4,37,0,12,0
1,am,4,37,0,12,0
1,a.m.,4,37,0,12,0
1,a.m,4,37,0,12,0
1,a m,4,37,0,12,0
1,du soir,4,38,0,12,0
1,pm,4,38,0,12,0
1,p.m.,4,38,0,12,0
1,p.m,4,38,0,12,0
1,p m,4,38,0,12,0
1,heures,9,39,256,12,0
1,heure,9,39,256,12,0
1,h,9,39,256,12,0
1,à,9,40,36,12,0
1,de,9,40,36,12,0
1,le,9,40,548,12,0
1,la,9,40,548,12,0
1,les,9,40,548,12,0
1,pour,9,40,36,12,0
1,une,9,40,36,12,0
1,et,9,40,36,12,0
1,en,9,40,36,12,0
1,ce,1,3,0,12,0
1,cette,1,3,0,12,0
1,cet,1,3,0,12,0
1,prochain,1,2,0,12,0
1,prochaine,1,2,0,12,0
1,prochains,1,2,0,12,0
1,prochaines,1,2,0,12,0
1,suivant,1,2,0,12,0
1,suivante,1,2,0,12,0
1,suivants,1,2,0,12,0
1,suivantes,1,2,0,12,0
1,le prochain,1,2,512,12,0
1,la prochaine,1,2,512,12,0
1,les prochains,1,2,512,12,0
1,les prochaines,1,2,512,12,0
1,le suivant,1,2,512,12,0
1,la suivante,1,2,512,12,0
1,les suivants,1,2,512,12,0
1,les suivantes,1,2,512,12,0
1,dernier,1,1,0,12,0
1,derniers,1,1,0,12,0
1,dernière,1,1,0,12,0
1,dernières,1,1,0,12,0
1,le dernier,1,1,512,12,0
1,la dernière,1,1,512,12,0
1,les derniers,1,1,512,12,0
1,les dernières,1,1,512,12,0
1,moins,7,77,0,12,0
1,au,7,74,0,12,0
1,avant,7,69,512,12,0
1,et 0.250,11,50,0,12,0
1,le 0.250,11,50,0,12,0
1,et 0.500,11,51,0,12,0
1,la 0.500,11,51,0,12,0
1,quarante-cinq,11,52,0,12,0
2,sept,12,24,7,12,0
2,dix sept,12,24,17,12,0
2,vingt sept,12,24,27,12,0
1,un,11,49,1,12,0
1,ce soir,6,21,0,12,0
1,min,2,64,0,12,0
1,mins,2,64,0,12,0
1,minute,2,64,0,12,0
1,minutes,2,64,0,12,0
1,une minute,2,64,64,12,0
1,une minutes,2,64,64,12,0
