package_name,is_preloaded,tray_on_resource,tray_off_resource,tray_on_resource_id,tray_off_resource_id,content_name,content_type,cp_name,main_description,main_order,version
com.samsung.android.app.camera.sticker.facearavatar.preload,true,,,2130903044,2130903044,Not_Applicable,TypeD,Not_Applicable,Crocro and friends,1,12
