_id,category_id,version,expiry_timestamp,last_update_timestamp,key,value,data_size_bytes
436,5,0,1631246587538,1623470587538,1403531235662741507,b'I0\t\x08\x02j\x137819856047810133998X',27
437,6,0,1631246587542,1623470587542,1403524538386812930,b'1',1
438,6,0,1631246587544,1623470587544,1403531235662741507,b'1',1
441,5,0,1631246603696,1623470603696,1403374015058694147,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137819998021796081660X',34
442,6,0,1631246603697,1623470603697,1403374015058694147,b'1',1
447,5,0,1631246655130,1623470655130,1403005504578756613,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137820366532276019194X',34
448,6,0,1631246655134,1623470655134,1403005504578756613,b'1',1
450,5,0,1631412843926,1623636843926,1404150761433485319,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137819221275421290488X',34
451,6,0,1631412843930,1623636843930,1404150761433485319,b'1',1
452,5,0,1631412858193,1623636858193,1404172978313568256,b'I0\t\x08\x02j\x137819221275421290478X',27
453,5,0,1631412858195,1623636858195,1404222896302665732,b'I0\t\x08\x02j\x137819221275421290468X',27
454,5,0,1631412858197,1623636858197,1404159295797739520,b'I0\t\x08\x02j\x137819221275421290458X',27
455,6,0,1631412858198,1623636858198,1404222896302665732,b'1',1
456,6,0,1631412858198,1623636858198,1404172978313568256,b'1',1
457,6,0,1631412858199,1623636858199,1404159295797739520,b'1',1
459,2,0,1631547836455,1623771836455,1403715712342904834,b'I1\t\x08\x02j\x131404260888365498366X',27
461,2,0,1631547836454,1623771836454,1399800510257930240,b'I1\t\x08\x02j\x131404260888365498367X',27
463,2,0,1631675995660,1623899995660,1403901302929768449,b'I1\t\x08\x02j\x131404260888365498363X',27
465,2,0,1631547836455,1623771836455,1403832661773369354,b'I1\t\x08\x02j\x131404260888365498368X',27
467,2,0,1631547900354,1623771900354,1403994311004463108,b'I1\t\x08\x02j\x131404260888365498363X',27
469,2,0,1631547889647,1623771889647,1404251409781071873,b'I1\t\x08\x02j\x131404260888365498363X',27
471,5,0,1631548001803,1623772001803,1403901302929768449,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137819470733925007358X',34
472,6,0,1631548001805,1623772001805,1403901302929768449,b'1',1
473,5,0,1631547976784,1623771976784,1404066925769072641,b'I0\t\t\x08\x01\x12\x02\tj\x137819470733925007328j\x137819470733925007338X',52
474,6,0,1631547976789,1623771976789,1404066925769072641,b'1',1
475,5,0,1631547976785,1623771976785,1404139562046263300,b'I0\t\t\x08\x01\x12\x02\tj\x137819470733925007328j\x137819470733925007338X',52
476,6,0,1631547976789,1623771976789,1404139562046263300,b'1',1
477,5,0,1631547976786,1623771976786,1403923214053543936,b'I0\t\t\x08\x01\x12\x04\tj\x010j\x137819448822801231871j\x137819470733925007318j\x137819470733925007328X',76
478,6,0,1631547976790,1623771976790,1403923214053543936,b'1',1
479,5,0,1631547976787,1623771976787,1403923738819715076,b'I0\t\t\x08\x01\x12\x03\tj\x137819448822801231861j\x137819470733925007318j\x137819470733925007328X',73
480,6,0,1631547976791,1623771976791,1403923738819715076,b'1',1
481,5,0,1631547925287,1623771925287,1403924035419860995,b'I0\t\t\x08\x01\x12\x02\tj\x137819470733925007308j\x137819470733925007318X',52
482,6,0,1631547925294,1623771925294,1403924035419860995,b'1',1
483,5,0,1631412917996,1623636917996,1403939774587604994,b'I0\t\x08\x02j\x137819470733925007318X',27
484,6,0,1631412917997,1623636917997,1403939774587604994,b'1',1
485,5,0,1631412915775,1623636915775,1403914808567685120,b'I0\t\x08\x02j\x137819470733925007308X',27
486,6,0,1631412915779,1623636915779,1403914808567685120,b'1',1
489,5,0,1631547834291,1623771834291,1404450863100407814,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137818921173754367993X',34
490,6,0,1631547834295,1623771834295,1404450863100407814,b'1',1
492,2,0,1631675995659,1623899995659,1403989900924497922,b'I1\t\x08\x02j\x131404260888365498364X',27
494,2,0,1631547996970,1623771996970,1389237604512460806,b'I1\t\x08\x02j\x131404260888365498362X',27
496,5,0,1631547976780,1623771976780,1404499126541340674,b'I0\t\x08\x02j\x137819470733925007338X',27
497,6,0,1631547976788,1623771976788,1404499126541340674,b'1',1
498,5,0,1631547971192,1623771971192,1403924844392112128,b'I0\t\x08\x02j\x137819448822801231861X',27
499,6,0,1631547971194,1623771971194,1403924844392112128,b'1',1
500,2,0,1631676513660,1623900513660,1404098767549308933,b'I1\t\x08\x02j\x131404260888365498365X',27
509,5,0,1631675992730,1623899992730,1404928283154817028,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137818443753699958779X',34
510,6,0,1631675992736,1623899992736,1404928283154817028,b'1',1
511,5,0,1631675992735,1623899992735,1404945126967988225,b'I0\t\x08\x02j\x137818443753699958769X',27
512,6,0,1631675992744,1623899992744,1404945126967988225,b'1',1
514,5,0,1631675996653,1623899996653,1405066847922307074,b'I0\t\x08\x02j\x010X',9
515,6,0,1631675996655,1623899996655,1405066847922307074,b'1',1
517,5,0,1631676512256,1623900512256,1404831883247165441,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137818540153607610366X',34
518,6,0,1631676512272,1623900512272,1404831883247165441,b'1',1
521,2,0,1631676875302,1623900875302,1405198032782639104,b'I1\t\x08\x02j\x131405364552987574270X',27
522,2,0,1631676875304,1623900875304,1405161542417633288,b'I1\t\x08\x02j\x131405364552987574269X',27
523,2,0,1631676875298,1623900875298,1405066847922307074,b'I1\t\x08\x02j\x131405364552987574271X',27
528,5,0,1631764756840,1623988756840,1404989516021178375,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137818382520833597432X',34
529,6,0,1631764756844,1623988756844,1404989516021178375,b'1',1
530,5,0,1631764771200,1623988771200,1405013495331106821,b'I0\t\t\x08\x01\x12\x02\tj\x137818382520833597402j\x137818382520833597412X',52
531,6,0,1631764771204,1623988771204,1405013495331106821,b'1',1
532,5,0,1631764800698,1623988800698,1405125333020446721,b'I0\t\t\x08\x01\x12\x03\tj\x137818382520833597422j\x137818382520833597402j\x137818382520833597412X',73
533,6,0,1631764800704,1623988800704,1405125333020446721,b'1',1
534,5,0,1631764800694,1623988800694,1405125742376140819,b'I0\t\t\x08\x01\x12\x03\tj\x137818382520833597422j\x137818382520833597402j\x137818382520833597412X',73
535,6,0,1631764800702,1623988800702,1405125742376140819,b'1',1
536,5,0,1631764800701,1623988800701,1405022048611676162,b'I0\t\t\x08\x01\x12\x02\tj\x137818382520833597402j\x137818382520833597392X',52
537,6,0,1631764800707,1623988800707,1405022048611676162,b'1',1
538,5,0,1631764800700,1623988800700,1404996833525612545,b'I0\t\t\x08\x01\x12\x02\tj\x137818382520833597392j\x137818382520833597382X',52
539,6,0,1631764800706,1623988800706,1404996833525612545,b'1',1
540,5,0,1631764798550,1623988798550,1405005070194909184,b'I0\t\t\x08\x01\x12\x02\tj\x137818382520833597402j\x137818382520833597412X',52
541,6,0,1631764798553,1623988798553,1405005070194909184,b'1',1
542,5,0,1631764798542,1623988798542,1405367843638628353,b'I0\t\t\x08\x01\x12\x03\tj\x010j\x137818382520833597422j\x137818004193216147454X',55
543,6,0,1631764798552,1623988798552,1405367843638628353,b'1',1
544,2,0,1631676994769,1623900994769,1405151901763575809,b'I1\t\x08\x02j\x131405368210340970492X',27
546,2,0,1631676994770,1623900994770,1405177446454890498,b'I1\t\x08\x02j\x131405368210340970496X',27
547,2,0,1631676994769,1623900994769,1404569422866653188,b'I1\t\x08\x02j\x131405368210340970495X',27
550,2,0,1631676994767,1623900994767,1405295634232623122,b'I1\t\x08\x02j\x131405368210340970491X',27
551,2,0,1631677021215,1623901021215,1404989516021178375,b'I1\t\x08\x02j\x131405368210340970490X',27
553,2,0,1631677021219,1623901021219,1405367843638628353,b'I1\t\x08\x02j\x131405368210340970490X',27
557,2,0,1631676994769,1623900994769,1405280061838610432,b'I1\t\x08\x02j\x131405368210340970494X',27
559,2,0,1631676994770,1623900994770,1405367677984587778,b'I1\t\x08\x02j\x131405368210340970493X',27
561,2,0,1631768851057,1623992851057,1356546462025322503,b'I1\t\t\x08\x01\x12\x02\tj\x131405368210340970489j\x131405737090141912938X',52
563,2,0,1631677104967,1623901104967,1405115238719143937,b'I1\t\x08\x02j\x131405368210340970488X',27
564,2,0,1631677104966,1623901104966,1405199118109052933,b'I1\t\x08\x02j\x131405368210340970487X',27
567,2,0,1631677104967,1623901104967,1405295667015258119,b'I1\t\x08\x02j\x131405368210340970479X',27
569,2,0,1631677104968,1623901104968,1404966124287008771,b'I1\t\x08\x02j\x131405368210340970480X',27
571,2,0,1631677104967,1623901104967,1405352691660898305,b'I1\t\x08\x02j\x131405368210340970477X',27
573,2,0,1631677104966,1623901104966,1405293441106460672,b'I1\t\x08\x02j\x131405368210340970479X',27
575,2,0,1631677104968,1623901104968,1404969985290641413,b'I1\t\x08\x02j\x131405368210340970476X',27
576,2,0,1631677104967,1623901104967,1405295154378854402,b'I1\t\x08\x02j\x131405368210340970475X',27
579,2,0,1631677104967,1623901104967,1405289781970366465,b'I1\t\x08\x02j\x131405368210340970474X',27
581,2,0,1631677104967,1623901104967,1405329497373777923,b'I1\t\x08\x02j\x131405368210340970468X',27
582,2,0,1631677104966,1623901104966,1405155116487905284,b'I1\t\x08\x02j\x131405368210340970481X',27
585,2,0,1631677151643,1623901151643,1405165003003633664,b'I1\t\x08\x02j\x131405368210340970473X',27
586,2,0,1631677104967,1623901104967,1405238866030731264,b'I1\t\x08\x02j\x131405368210340970472X',27
587,2,0,1631677177332,1623901177332,1391892352906645504,b'I1\t\x08\x02j\x131405368210340970464X',27
589,2,0,1631677177333,1623901177333,1405277967207440385,b'I1\t\x08\x02j\x131405368210340970460X',27
590,2,0,1631764823768,1623988823768,1405141312043618307,b'I1\t\x08\x02j\x131405368210340970459X',27
593,2,0,1631677177333,1623901177333,1405306854637441031,b'I1\t\x08\x02j\x131405368210340970449X',27
595,2,0,1633026889835,1625250889835,1403611850256699393,b'I1\t\t\x08\x01\x12\x02\tj\x131411029581489504236j\x131405368210340970450X',52
597,2,0,1631677177332,1623901177332,1405171557991862275,b'I1\t\x08\x02j\x131405368210340970452X',27
598,2,0,1631677177331,1623901177331,1405276649126461443,b'I1\t\x08\x02j\x131405368210340970451X',27
601,2,0,1631677179317,1623901179317,1405235196748697602,b'I1\t\x08\x02j\x131405368210340970437X',27
603,2,0,1631677177333,1623901177333,1405269521527492608,b'I1\t\x08\x02j\x131405368210340970444X',27
604,2,0,1631677177332,1623901177332,1373645919539896323,b'I1\t\x08\x02j\x131405368210340970443X',27
605,2,0,1631760910560,1623984910560,1404825645071450116,b'I1\t\x08\x02j\x131405368210340970417X',27
607,2,0,1631760815099,1623984815099,1404884133881462785,b'I1\t\x08\x02j\x131405368210340970436X',27
608,2,0,1631760815099,1623984815099,1404952734789517312,b'I1\t\x08\x02j\x131405368210340970436X',27
611,2,0,1631760910554,1623984910554,1405005407890952196,b'I1\t\x08\x02j\x131405368210340970418X',27
612,2,0,1631760910562,1623984910562,1404799910663294979,b'I1\t\x08\x02j\x131405368210340970417X',27
615,2,0,1631760815099,1623984815099,1404842502364925955,b'I1\t\x08\x02j\x131405368210340970410X',27
616,2,0,1631760815099,1623984815099,1392875265504731141,b'I1\t\x08\x02j\x131405368210340970411X',27
618,2,0,1631760815098,1623984815098,1405288658446426112,b'I1\t\x08\x02j\x131405368210340970409X',27
621,2,0,1631760815099,1623984815099,1405193459460284417,b'I1\t\x08\x02j\x131405368210340970414X',27
622,2,0,1631760815100,1623984815100,1405197104444755968,b'I1\t\x08\x02j\x131405368210340970414X',27
625,2,0,1631760815101,1623984815101,1405174947421593604,b'I1\t\x08\x02j\x131405368210340970412X',27
627,5,0,1631764798548,1623988798548,1405587846363336713,b'I0\t\t\x08\x01\x12\x04\tj\x010j\x137818382520833597422j\x137817784190491439094j\x137818004193216147444X',76
628,6,0,1631764798552,1623988798552,1405587846363336713,b'1',1
629,2,0,1631760898722,1623984898722,1404959759720124417,b'I1\t\x08\x02j\x131405368210340970402X',27
630,2,0,1631760898722,1623984898722,1405241877272612865,b'I1\t\x08\x02j\x131405368210340970401X',27
633,2,0,1631760902745,1623984902745,1405203731159949315,b'I1\t\x08\x02j\x131405368210340970399X',27
634,2,0,1631760902746,1623984902746,1402630031147339777,b'I1\t\x08\x02j\x131405368210340970398X',27
638,5,0,1631760897483,1623984897483,1405587722501300226,b'I0\t\t\x08\x01\x12\x02\tj\x137817784314353475581j\x010X',34
639,6,0,1631760897490,1623984897490,1405587722501300226,b'1',1
640,2,0,1631761048072,1623985048072,1405050484801609731,b'I1\t\x08\x02j\x131405368210340970400X',27
642,2,0,1631761048072,1623985048072,1405291236286615552,b'I1\t\x08\x02j\x131405368210340970430X',27
643,2,0,1631761048072,1623985048072,1405290738141646848,b'I1\t\x08\x02j\x131405368210340970435X',27
646,2,0,1631761048072,1623985048072,1405023044221882374,b'I1\t\x08\x02j\x131405368210340970413X',27
648,2,0,1631761062088,1623985062088,1405133530162778116,b'I1\t\x08\x02j\x131405368210340970455X',27
650,2,0,1631761062008,1623985062008,1405291972953206786,b'I1\t\x08\x02j\x131405368210340970454X',27
651,2,0,1631761048072,1623985048072,1405150115682205698,b'I1\t\x08\x02j\x131405368210340970422X',27
655,2,0,1631764814717,1623988814717,1405322115864305666,b'I1\t\x08\x02j\x131405368210340970462X',27
656,2,0,1631764814717,1623988814717,1405254656553623561,b'I1\t\x08\x02j\x131405368210340970461X',27
657,2,0,1631764875150,1623988875150,1405248693507280897,b'I1\t\x08\x02j\x131405737090141913087X',27
658,2,0,1631764875150,1623988875150,1405726045844688897,b'I1\t\x08\x02j\x131405737090141913088X',27
659,2,0,1631764875150,1623988875150,1405118711745421312,b'I1\t\x08\x02j\x131405368210340970458X',27
663,5,0,1631764865104,1623988865104,1405688841541926922,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137817683195312848885X',34
664,6,0,1631764865105,1623988865105,1405688841541926922,b'1',1
666,5,0,1631764865098,1623988865098,1405714167483482120,b'I0\t\x08\x02j\x137817683195312848875X',27
667,6,0,1631764865103,1623988865103,1405714167483482120,b'1',1
668,2,0,1631764875150,1623988875150,1405486024654995468,b'I1\t\x08\x02j\x131405737090141913086X',27
669,2,0,1631764893838,1623988893838,1405734288520253440,b'I1\t\x08\x02j\x131405737090141913084X',27
670,2,0,1631764893838,1623988893838,1405538040672444423,b'I1\t\x08\x02j\x131405737090141913085X',27
671,2,0,1631764893838,1623988893838,1405616945265795077,b'I1\t\x08\x02j\x131405737090141913083X',27
675,2,0,1631768576011,1623992576011,1385227533982085130,b'I1\t\x08\x02j\x131405737090141913073X',27
677,2,0,1631768576015,1623992576015,1405608992483725322,b'I1\t\x08\x02j\x131405737090141913074X',27
678,2,0,1631768661068,1623992661068,1405396119987920903,b'I1\t\x08\x02j\x131405737090141913068X',27
679,2,0,1631768661069,1623992661069,1405605751524048898,b'I1\t\x08\x02j\x131405737090141913067X',27
682,2,0,1631768661068,1623992661068,1405375584759386112,b'I1\t\x08\x02j\x131405737090141913065X',27
684,2,0,1631768661067,1623992661067,1405679841525911554,b'I1\t\x08\x02j\x131405737090141913062X',27
685,2,0,1631768661068,1623992661068,1405556794144051206,b'I1\t\x08\x02j\x131405737090141913061X',27
688,2,0,1631768661068,1623992661068,1405615150049210369,b'I1\t\x08\x02j\x131405737090141913058X',27
690,2,0,1631768661069,1623992661069,1405694021213827076,b'I1\t\x08\x02j\x131405737090141913057X',27
692,2,0,1631768661067,1623992661067,1405386719621369856,b'I1\t\x08\x02j\x131405737090141913064X',27
694,2,0,1631768661067,1623992661067,1405634230986674186,b'I1\t\x08\x02j\x131405737090141913069X',27
696,2,0,1631768661067,1623992661067,1405694345676738567,b'I1\t\x08\x02j\x131405737090141913057X',27
697,2,0,1631768661067,1623992661067,1405692893247934465,b'I1\t\x08\x02j\x131405737090141913056X',27
698,2,0,1631768661068,1623992661068,1405583099040190473,b'I1\t\x08\x02j\x131405737090141913056X',27
699,2,0,1631768661067,1623992661067,1405586879135719426,b'I1\t\x08\x02j\x131405737090141913056X',27
701,2,0,1631768661069,1623992661069,1405600188769738754,b'I1\t\x08\x02j\x131405737090141913056X',27
706,2,0,1631768661068,1623992661068,1405696618876194818,b'I1\t\x08\x02j\x131405737090141913056X',27
708,2,0,1631768687748,1623992687748,1405707572406063110,b'I1\t\x08\x02j\x131405737090141913056X',27
710,2,0,1631768661069,1623992661069,1405587123843911685,b'I1\t\x08\x02j\x131405737090141913056X',27
712,2,0,1631768690328,1623992690328,1405417931006091266,b'I1\t\x08\x02j\x131405737090141913054X',27
713,2,0,1631768661068,1623992661068,1405723617866907650,b'I1\t\x08\x02j\x131405737090141913053X',27
714,2,0,1631768746482,1623992746482,1405595147933569026,b'I1\t\x08\x02j\x131405737090141913055X',27
716,2,0,1631768746482,1623992746482,1405569175163052039,b'I1\t\x08\x02j\x131405737090141913044X',27
717,2,0,1631768746482,1623992746482,1405390664523608064,b'I1\t\x08\x02j\x131405737090141913047X',27
718,2,0,1631768746481,1623992746481,1405476494185361408,b'I1\t\x08\x02j\x131405737090141913059X',27
720,2,0,1631768746481,1623992746481,1405556855649312786,b'I1\t\x08\x02j\x131405737090141913070X',27
724,2,0,1631768746481,1623992746481,1405593908139151360,b'I1\t\x08\x02j\x131405737090141913043X',27
726,2,0,1631768746481,1623992746481,1405616650196557837,b'I1\t\x08\x02j\x131405737090141913039X',27
727,2,0,1631768821745,1623992821745,1405152429440593921,b'I1\t\t\x08\x01\x12\x02\tj\x131405737090141913040j\x131405737090141913011X',52
728,2,0,1631768778108,1623992778108,1405583102429208576,b'I1\t\x08\x02j\x131405737090141913041X',27
729,2,0,1631768821747,1623992821747,1405330258476167172,b'I1\t\t\x08\x01\x12\x02\tj\x131405737090141913040j\x131405737090141913011X',52
733,2,0,1631768821732,1623992821732,1405657834130341890,b'I1\t\x08\x02j\x131405737090141913032X',27
735,2,0,1631768778108,1623992778108,1405658193917890566,b'I1\t\x08\x02j\x131405737090141913032X',27
737,2,0,1631768778107,1623992778107,1405365860978528257,b'I1\t\x08\x02j\x131405737090141913028X',27
739,2,0,1631768778106,1623992778106,1405497787786137601,b'I1\t\x08\x02j\x131405737090141913027X',27
741,2,0,1631768778108,1623992778108,1405407859366563842,b'I1\t\x08\x02j\x131405737090141913018X',27
743,2,0,1631768778108,1623992778108,1405616872503058436,b'I1\t\x08\x02j\x131405737090141913019X',27
745,2,0,1631768778107,1623992778107,1385228896489119749,b'I1\t\x08\x02j\x131405737090141913017X',27
746,2,0,1631768781304,1623992781304,1405606372415209474,b'I1\t\x08\x02j\x131405737090141913015X',27
747,2,0,1631768859676,1623992859676,1405645901628993536,b'I1\t\x08\x02j\x131405737090141913029X',27
748,2,0,1631768835657,1623992835657,1405647420407623681,b'I1\t\t\x08\x01\x12\x02\tj\x131405737090141912990j\x131405737090141913029X',52
749,2,0,1631768781299,1623992781299,1405343426791497738,b'I1\t\x08\x02j\x131405737090141913016X',27
750,2,0,1631768799922,1623992799922,1405735320742555656,b'I1\t\x08\x02j\x131405737090141913014X',27
751,2,0,1631768859688,1623992859688,1405647663631044609,b'I1\t\t\x08\x01\x12\x02\tj\x131405737090141912990j\x131405737090141913029X',52
752,2,0,1631768833760,1623992833760,1405683897401188352,b'I1\t\x08\x02j\x131405737090141913013X',27
754,2,0,1631768833760,1623992833760,1405685088755630082,b'I1\t\x08\x02j\x131405737090141913012X',27
756,2,0,1633026813044,1625250813044,1387255137060544512,b'I1\t\t\x08\x01\x12\x02\tj\x131411029581489504243j\x131405737090141913003X',52
757,2,0,1631768849947,1623992849947,1396833058863583236,b'I1\t\x08\x02j\x131405737090141912989X',27
759,2,0,1631768849946,1623992849946,1405586087783718920,b'I1\t\x08\x02j\x131405737090141912985X',27
760,2,0,1631768849947,1623992849947,1405630873278435330,b'I1\t\x08\x02j\x131405737090141912984X',27
762,2,0,1631768849947,1623992849947,1405586397365346306,b'I1\t\x08\x02j\x131405737090141912985X',27
765,2,0,1631768849947,1623992849947,1405511110447538180,b'I1\t\x08\x02j\x131405737090141912972X',27
767,2,0,1631768849946,1623992849946,1405629911461613568,b'I1\t\x08\x02j\x131405737090141912974X',27
768,2,0,1631768849947,1623992849947,1405631770628919296,b'I1\t\x08\x02j\x131405737090141912973X',27
771,2,0,1631768849947,1623992849947,1405511248343601154,b'I1\t\x08\x02j\x131405737090141912970X',27
772,2,0,1631768856011,1623992856011,1404850673188024323,b'I1\t\x08\x02j\x131405737090141912926X',27
773,2,0,1631768856012,1623992856012,1404702911167451138,b'I1\t\x08\x02j\x131405737090141912927X',27
776,5,0,1631768855612,1623992855612,1404850673188024323,b'I0\t\x08\x02j\x137818521363666751484X',27
777,6,0,1631768855621,1623992855621,1404850673188024323,b'1',1
781,5,0,1631906481489,1624130481489,1406193856681549828,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137817178180173225979X',34
782,6,0,1631906481492,1624130481492,1406193856681549828,b'1',1
784,2,0,1632379337323,1624603337323,1404779935286321160,b'I1\t\x08\x02j\x131405737090141912929X',27
785,2,0,1632379337324,1624603337324,1404914581575700487,b'I1\t\x08\x02j\x131405737090141912928X',27
792,2,0,1632379478338,1624603478338,1405255226911756292,b'I1\t\x08\x02j\x131406331290839416831X',27
793,2,0,1632379479067,1624603479067,1406291022821347328,b'I1\t\x08\x02j\x131406331290839416832X',27
797,5,0,1632379334880,1624603334880,1408235056905269248,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137815136979949506559X',34
798,6,0,1632379334884,1624603334884,1408235056905269248,b'1',1
799,5,0,1632379334876,1624603334876,1408257403053826053,b'I0\t\x08\x02j\x137815136979949506549X',27
800,5,0,1632379334883,1624603334883,1408246108774703110,b'I0\t\x08\x02j\x137815136979949506549X',27
801,6,0,1632379334884,1624603334884,1408257403053826053,b'1',1
802,6,0,1632379334885,1624603334885,1408246108774703110,b'1',1
805,5,0,1632379440739,1624603440739,1408106043054379016,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137815265993800396791X',34
806,6,0,1632379440744,1624603440744,1408106043054379016,b'1',1
807,5,0,1632379452602,1624603452602,1408262747540885507,b'I0\t\x08\x02j\x137815265993800396781X',27
808,5,0,1632379452605,1624603452605,1408268411138871299,b'I0\t\x08\x02j\x137815265993800396781X',27
809,5,0,1632379452608,1624603452608,1408107188648878085,b'I0\t\x08\x02j\x137815265993800396771X',27
810,5,0,1632379452610,1624603452610,1408106239826051074,b'I0\t\x08\x02j\x137815265993800396761X',27
811,6,0,1632379452615,1624603452615,1408262747540885507,b'1',1
812,6,0,1632379452621,1624603452621,1408268411138871299,b'1',1
813,6,0,1632379452624,1624603452624,1408107188648878085,b'1',1
814,6,0,1632379452626,1624603452626,1408106239826051074,b'1',1
816,5,0,1632379538384,1624603538384,1408122173064155147,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137815249863790620660X',34
817,6,0,1632379538387,1624603538387,1408122173064155147,b'1',1
818,5,0,1632379536439,1624603536439,1408139846846009344,b'I0\t\x08\x02j\x137815249863790620640X',27
819,5,0,1632379536442,1624603536442,1408166654752837632,b'I0\t\x08\x02j\x137815249863790620640X',27
820,5,0,1632379536443,1624603536443,1408163647021592576,b'I0\t\x08\x02j\x137815249863790620650X',27
821,5,0,1632379536444,1624603536444,1408166522116268034,b'I0\t\x08\x02j\x137815249863790620650X',27
822,6,0,1632379536445,1624603536445,1408139846846009344,b'1',1
823,6,0,1632379536445,1624603536445,1408166654752837632,b'1',1
824,6,0,1632379536446,1624603536446,1408163647021592576,b'1',1
825,6,0,1632379536448,1624603536448,1408166522116268034,b'1',1
826,2,0,1632977084896,1625201084896,1408153640611815431,b'I1\t\x08\x02j\x131408314584825069472X',27
829,5,0,1632379569539,1624603569539,1408122879267459080,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137815249157587316727X',34
830,6,0,1632379569544,1624603569544,1408122879267459080,b'1',1
831,5,0,1632379566444,1624603566444,1408252585593606149,b'I0\t\x08\x02j\x137815249157587316717X',27
832,6,0,1632379566447,1624603566447,1408252585593606149,b'1',1
833,5,0,1632379569543,1624603569543,1408199493418377221,b'I0\t\x08\x02j\x137815249157587316717X',27
834,6,0,1632379569545,1624603569545,1408199493418377221,b'1',1
863,5,0,1632890272855,1625114272855,1410223664998518787,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137813148371856257020X',34
864,5,0,1632890548948,1625114548948,1410255699142135808,b'I0\t\t\x08\x01\x12\x02\tj\x137813148371856257000j\x137813148371856257010X',52
865,6,0,1632890272859,1625114272859,1410223664998518787,b'1',1
866,6,0,1632890548951,1625114548951,1410255699142135808,b'1',1
867,5,0,1632890548943,1625114548943,1410294645842747396,b'I0\t\t\x08\x01\x12\x02\tj\x137813148371856257000j\x137813148371856257010X',52
868,5,0,1632890060128,1625114060128,1410232010526892033,b'I0\t\x08\x02j\x137813148371856257000X',27
869,6,0,1632890548949,1625114548949,1410294645842747396,b'1',1
870,6,0,1632890060130,1625114060130,1410232010526892033,b'1',1
871,5,0,1632890548947,1625114548947,1410457439334449156,b'I0\t\t\x08\x01\x12\x02\tj\x137813148371856257010j\x137813148371856257019X',52
872,6,0,1632890548950,1625114548950,1410457439334449156,b'1',1
874,5,0,1632977080556,1625201080556,1410568421100634113,b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137812803615754141694X',34
875,6,0,1632977080569,1625201080569,1410568421100634113,b'1',1
876,5,0,1632977080559,1625201080559,1410571426978058240,b'I0\t\x08\x02j\x137812803615754141684X',27
877,6,0,1632977080570,1625201080570,1410571426978058240,b'1',1
878,5,0,1632977072685,1625201072685,1410691693767270404,b'I0\t\x08\x02j\x137812803615754141664X',27
879,5,0,1632976971494,1625200971494,1410594979081195521,b'I0\t\x08\x02j\x137812803615754141674X',27
880,5,0,1632977080561,1625201080561,1410574663609196545,b'I0\t\x08\x02j\x137812803615754141684X',27
881,5,0,1632977080564,1625201080564,1410677818325929991,b'I0\t\x08\x02j\x137812803615754141674X',27
882,6,0,1632977072688,1625201072688,1410691693767270404,b'1',1
883,6,0,1632976971498,1625200971498,1410594979081195521,b'1',1
884,6,0,1632977080571,1625201080571,1410574663609196545,b'1',1
885,6,0,1632977080571,1625201080571,1410677818325929991,b'1',1
886,5,0,1632977080551,1625201080551,1410626918098034695,b'I0\t\x08\x02j\x137812803615754141654X',27
887,6,0,1632977080567,1625201080567,1410626918098034695,b'1',1
888,5,0,1632977072686,1625201072686,1410692343162970112,b'I0\t\x08\x02j\x137812803615754141664X',27
889,5,0,1632977080558,1625201080558,1410568671324483587,b'I0\t\x08\x02j\x137812803615754141644X',27
890,6,0,1632977072689,1625201072689,1410692343162970112,b'1',1
891,6,0,1632977080569,1625201080569,1410568671324483587,b'1',1
893,2,0,1632977110848,1625201110848,1410674501944320000,b'I1\t\x08\x02j\x131410821713062526973X',27
895,2,0,1632977103609,1625201103609,1410636182820724744,b'I1\t\x08\x02j\x131410821713062526973X',27
897,2,0,1632977103690,1625201103690,1407817731546648579,b'I1\t\x08\x02j\x131410821713062526975X',27
899,2,0,1632977089915,1625201089915,1405546581017907214,b'I1\t\x08\x02j\x131408314584825069478X',27
901,2,0,1632977089916,1625201089916,1407760142322606088,b'I1\t\x08\x02j\x131408314584825069477X',27
902,2,0,1632977269390,1625201269390,1410553998273396736,b'I1\t\x08\x02j\x131410821713062526963X',27
904,2,0,1632977269393,1625201269393,1350205978545799169,b'I1\t\x08\x02j\x131410821713062526962X',27
906,2,0,1632977269390,1625201269390,1410670645948653568,b'I1\t\x08\x02j\x131410821713062526968X',27
908,2,0,1632977269393,1625201269393,1410691559318822922,b'I1\t\x08\x02j\x131410821713062526961X',27
