_id,superpack_name,superpack_version,pack_list,sync_metadata
1,captions_v1,20200112,"1#captions_v1:captions_v1_20200112_asr;20200112,captions_v1:captions_v1_20200112_punctuation;20200112,captions_v1:captions_v1_20200112_sound;20200112",
