RecordId,formal,alias
1,빅스비 비전,빅 스 비 비 전
2,빅스비비전,빅 스 비 비 전
3,연락처,연 락 처
4,주소록,주 소 록
5,전화번호부,전 화 번 호 부
6,삼성연락처,삼 성 연 락 처
7,Galaxy Apps,g a l a x y a p p s
8,갤럭시 앱스,갤 럭 시 앱 스
9,갤럭시앱스,갤 럭 시 앱 스
10,삼성 스토어,삼 성 스 토 어
11,갤럭시 앱스토어,갤 럭 시 앱 스 토 어
12,삼성 앱스토어,삼 성 앱 스 토 어
13,갤러리,갤 러 리
14,사진첩,사 진 첩
15,내 파일,내 파 일
16,내파일,내 파 일
17,SmartThings,s m a r t t h i n g s
18,삼성커넥트,삼 성 커 넥 트
19,삼성 커넥트,삼 성 커 넥 트
20,스마트 띵스,스 마 트 띵 스
21,스마트띵스,스 마 트 띵 스
22,Samsung Health,s a m s u n g h e a l t h
23,삼성 헬스,삼 성 헬 스
24,삼성헬스,삼 성 헬 스
25,인터넷,인 터 넷
26,삼성 브라우저,삼 성 브 라 우 저
27,삼성 인터넷,삼 성 인 터 넷
28,삼성인터넷,삼 성 인 터 넷
29,Samsung Music,s a m s u n g m u s i c
30,삼성 뮤직,삼 성 뮤 직
31,삼성뮤직,삼 성 뮤 직
32,삼성 음악,삼 성 음 악
33,Samsung Notes,s a m s u n g n o t e s
34,삼성 노트,삼 성 노 트
35,삼성노트,삼 성 노 트
36,삼성 노츠,삼 성 노 츠
37,S노트,s 노 트
38,S 노트,s 노 트
39,에스노트,에 스 노 트
40,에스 노트,에 스 노 트
41,Samsung Pay,s a m s u n g p a y
42,삼성 페이,삼 성 페 이
43,삼성페이,삼 성 페 이
44,전화,전 화
45,다이얼러,다 이 얼 러
46,삼성전화,삼 성 전 화
47,시계,시 계
48,알람,알 람
49,메시지,메 시 지
50,메시지함,메 시 지 함
51,문자 메시지,문 자 메 시 지
52,문자,문 자
53,메일,메 일
54,이메일,이 메 일
55,삼성 이메일,삼 성 이 메 일
56,삼성이메일,삼 성 이 메 일
57,삼성메일,삼 성 메 일
58,삼성 메일,삼 성 메 일
59,전자메일,전 자 메 일
60,Samsung Themes,s a m s u n g t h e m e s
61,삼성 테마,삼 성 테 마
62,삼성테마,삼 성 테 마
63,Smart Switch,s m a r t s w i t c h
64,스마트 스위치,스 마 트 스 위 치
65,스마트스위치,스 마 트 스 위 치
66,스마트 스위치 모바일,스 마 트 스 위 치 모 바 일
67,스마트스위치 모바일,스 마 트 스 위 치 모 바 일
68,설정,설 정
69,환경설정,환 경 설 정
70,환경 설정,환 경 설 정
71,셋팅,셋 팅
72,게임런처,게 임 런 처
73,게임 런처,게 임 런 처
74,Samsung Pass,s a m s u n g p a s s
75,삼성패스,삼 성 패 스
76,삼성 패스,삼 성 패 스
77,Samsung Gear,s a m s u n g g e a r
78,삼성 기어,삼 성 기 어
79,삼성기어,삼 성 기 어
80,PENUP,p e n u p
81,펜업,펜 업
82,음성 녹음,음 성 녹 음
83,음성녹음,음 성 녹 음
84,음성 메모,음 성 메 모
85,녹음기,녹 음 기
86,Gmail,g m a i l
87,지메일,지 메 일
88,드라이브,드 라 이 브
89,구글 드라이브,구 글 드 라 이 브
90,구글드라이브,구 글 드 라 이 브
91,Play 무비,p l a y 무 비
92,플레이무비,플 레 이 무 비
93,플레이 무비,플 레 이 무 비
94,Duo,d u o
95,듀오,듀 오
96,구글 듀오,구 글 듀 오
97,Play 뮤직,p l a y 뮤 직
98,플레이뮤직,플 레 이 뮤 직
99,플레이 뮤직,플 레 이 뮤 직
100,Play 스토어,p l a y 스 토 어
101,플레이스토어,플 레 이 스 토 어
102,플레이 스토어,플 레 이 스 토 어
103,구글 플레이 스토어,구 글 플 레 이 스 토 어
104,구글 스토어,구 글 스 토 어
105,구글 마켓,구 글 마 켓
106,앱 스토어,앱 스 토 어
107,Finance,f i n a n c e
108,파이낸스,파 이 낸 스
109,Newsroom,n e w s r o o m
110,뉴스룸,뉴 스 룸
111,Sports,s p o r t s
112,스포츠,스 포 츠
113,Android Pay,a n d r o i d p a y
114,안드로이드 페이,안 드 로 이 드 페 이
115,안드로이드페이,안 드 로 이 드 페 이
116,Chrome,c h r o m e
117,크롬,크 롬
118,크롬브라우저,크 롬 브 라 우 저
119,크롬 브라우저,크 롬 브 라 우 저
120,Google,g o o g l e
121,구글,구 글
122,Google 설정,g o o g l e 설 정
123,구글설정,구 글 설 정
124,구글 설정,구 글 설 정
125,지도,지 도
126,구글 맵,구 글 맵
127,구글맵,구 글 맵
128,YouTube,y o u t u b e
129,유투브,유 투 브
130,계산기,계 산 기
131,캘린더,캘 린 더
132,카메라,카 메 라
133,리마인더,리 마 인 더
134,텔레그램,텔 레 그 램
135,Zoom,z o o m
136,줌,줌
137,+톡,+ 톡
138,플러스톡,플 러 스 톡
139,플러스 톡,플 러 스 톡
140,11번가,11 번 가
141,11 번가,11 번 가
142,십일번가,십 일 번 가
143,1km,1 k m
144,일km,일 k m
145,일 km,일 k m
146,일 킬로미터,일 킬 로 미 터
147,1 킬로미터,1 킬 로 미 터
148,3D지도 아틀란,3 d 지 도 아 틀 란
149,아틀란,아 틀 란
150,3D 지도 아틀란,3 d 지 도 아 틀 란
151,4shared,4 s h a r e d
152,포쉐어드,포 쉐 어 드
153,4 Shared,4 s h a r e d
154,ASTRO,a s t r o
155,아스트로 파일 관리자,아 스 트 로 파 일 관 리 자
156,아스트로 파일관리자,아 스 트 로 파 일 관 리 자
157,아스트로,아 스 트 로
158,Advanced Task Killer Free,a d v a n c e d t a s k k i l l e r f r e e
159,Advanced Task Killer,a d v a n c e d t a s k k i l l e r
160,Angry Birds,a n g r y b i r d s
161,앵그리 버드,앵 그 리 버 드
162,앵그리버드,앵 그 리 버 드
163,Angry Birds Rio,a n g r y b i r d s r i o
164,앵그리 버드 리오,앵 그 리 버 드 리 오
165,앵그리버드 리오,앵 그 리 버 드 리 오
166,Angry Birds Space,a n g r y b i r d s s p a c e
167,앵그리 버드 스페이스,앵 그 리 버 드 스 페 이 스
168,앵그리버드 스페이스,앵 그 리 버 드 스 페 이 스
169,App Source,a p p s o u r c e
170,앱 소스,앱 소 스
171,AxE,a x e
172,액스,액 스
173,B612,b 612
174,B 612,b 612
175,비 612,비 612
176,BabyTime,b a b y t i m e
177,베이비 타임,베 이 비 타 임
178,B tv moile,b t v m o i l e
179,비 티비 모바일,비 티 비 모 바 일
180,B tv 플러스,b t v 플 러 스
