_id,filename,url,sizeBytes,sha1,destination,minVersion,maxVersion,notificationTitle,notificationDescription,enabled,retries,dm_id
1,params_expdate_c45e5b7.dat,https://dl.google.com/vision/1/creditcard/params_expdate_c45e5b7.dat,133157,c45e5b78490cf2cdf106ae1412f2919541964402,commerce_ocr,,,,,1,0,
