name,value
content_capture_service_explicitly_enabled,
network_scoring_ui_enabled,
cert_pin_content_url,
smart_selection_metadata_url,
carrier_app_whitelist,
lang_id_metadata_url,
conversation_actions_metadata_url,
smart_selection_content_url,
verifier_timeout,
text_classifier_constants,
lang_id_content_url,
sms_short_codes_metadata_url,
autofill_compat_allowed_packages,
conversation_actions_content_url,
sms_short_codes_content_url,
send_action_app_error,
carrier_app_names,
cert_pin_metadata_url,
autofill_compat_mode_allowed_packages,
