id,serviceId,trackingId,deviceId,documentId,serviceVersion,serviceAgreeType,sdkVersion,sdkType,status
1,x6g1q14r75,,CE061936EA0858451E7E,505171c6bb394ef188fedcdad3771056,3.7.19,S,605035,S,1
