logSourceName,packageName
NEARBY_EXPOSURE_NOTIFICATION,com.google.android.gms.nearby
GMS_CORE,com.google.android.gms.nearby
COPRESENCE_NO_IDS,com.google.android.gms.nearby
GMSCORE_ANDROID_PRIMES,com.google.android.gms.nearby
NETREC_COUNTERS,com.google.android.gms.netrec
CLIENT_LOGGING_GMSCORE,com.google.android.gms.netrec
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.netrec
NETREC,com.google.android.gms.netrec
GMS_CORE,com.google.android.gms.netrec
GMSCORE_ANDROID_PRIMES,com.google.android.gms.netrec
TAP_AND_PAY_GCORE,com.google.android.gms.tapandpay
CLIENT_LOGGING_GMSCORE,com.google.android.gms.tapandpay
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.tapandpay
TAP_AND_PAY_APP,com.google.android.gms.tapandpay
CLIENT_LOGGING_GMSCORE_WALLET_TAP_AND_PAY,com.google.android.gms.tapandpay
GMS_CORE,com.google.android.gms.tapandpay
PAYMENTS_CONSUMER_CORE,com.google.android.gms.tapandpay
GMSCORE_ANDROID_PRIMES,com.google.android.gms.tapandpay
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.photos
CLIENT_LOGGING_GMSCORE,com.google.android.gms.photos
GMS_CORE,com.google.android.gms.photos
GMSCORE_ANDROID_PRIMES,com.google.android.gms.photos
CLIENT_LOGGING_GMSCORE,com.google.android.gms.places
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.places
LE,com.google.android.gms.places
GMM_COUNTERS,com.google.android.gms.places
GMS_CORE,com.google.android.gms.places
GMSCORE_ANDROID_PRIMES,com.google.android.gms.places
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.signin
CLIENT_LOGGING_GMSCORE,com.google.android.gms.signin
GMS_CORE,com.google.android.gms.signin
GMSCORE_ANDROID_PRIMES,com.google.android.gms.signin
CLIENT_LOGGING_GMSCORE,com.google.android.gms.auth.proximity
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.auth.proximity
PROXIMITY_AUTH_COUNTERS,com.google.android.gms.auth.proximity
GMS_CORE,com.google.android.gms.auth.proximity
GMSCORE_ANDROID_PRIMES,com.google.android.gms.auth.proximity
ANDROID_OTA,com.google.android.gms.update
CLIENT_LOGGING_GMSCORE,com.google.android.gms.update
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.update
GMS_CORE,com.google.android.gms.update
GMSCORE_ANDROID_PRIMES,com.google.android.gms.update
ANDROID_AUTH,com.google.android.gms.auth_authzen
CLIENT_LOGGING_GMSCORE,com.google.android.gms.auth_authzen
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.auth_authzen
GMS_CORE,com.google.android.gms.auth_authzen
GMSCORE_ANDROID_PRIMES,com.google.android.gms.auth_authzen
VISION,com.google.android.gms.vision
CLIENT_LOGGING_GMSCORE,com.google.android.gms.vision
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.vision
GMS_CORE,com.google.android.gms.vision
GMSCORE_ANDROID_PRIMES,com.google.android.gms.vision
GMS_CORE_WALLET,com.google.android.gms.wallet
CLIENT_LOGGING_GMSCORE,com.google.android.gms.wallet
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.wallet
PAYMENTS_ORCHESTRATION,com.google.android.gms.wallet
ORCHESTRATION_CLIENT,com.google.android.gms.wallet
GMS_CORE,com.google.android.gms.wallet
GMSCORE_ANDROID_PRIMES,com.google.android.gms.wallet
CAST_SENDER_SDK,com.google.android.gms.cast_mirroring
CLIENT_LOGGING_GMSCORE,com.google.android.gms.cast_mirroring
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.cast_mirroring
GMS_CORE,com.google.android.gms.cast_mirroring
GMSCORE_ANDROID_PRIMES,com.google.android.gms.cast_mirroring
CLIENT_LOGGING_GMSCORE,com.google.android.gms.tron.metrics
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.tron.metrics
TRON,com.google.android.gms.tron.metrics
TRON_COUNTERS,com.google.android.gms.tron.metrics
GMS_CORE,com.google.android.gms.tron.metrics
GMSCORE_ANDROID_PRIMES,com.google.android.gms.tron.metrics
CW,com.google.android.gms.wearable
CLIENT_LOGGING_GMSCORE,com.google.android.gms.wearable
CW_PRIMES,com.google.android.gms.wearable
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.wearable
CW_COUNTERS,com.google.android.gms.wearable
GMS_CORE,com.google.android.gms.wearable
GMSCORE_ANDROID_PRIMES,com.google.android.gms.wearable
WALLET_SDK_GCORE,com.google.android.gms.walletp2p.v2
CLIENT_LOGGING_GMSCORE,com.google.android.gms.walletp2p.v2
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.walletp2p.v2
GMS_CORE,com.google.android.gms.walletp2p.v2
GMSCORE_ANDROID_PRIMES,com.google.android.gms.walletp2p.v2
PHONESKY_RECOVERY,com.google.android.gms.phonesky_recovery
CLIENT_LOGGING_GMSCORE,com.google.android.gms.phonesky_recovery
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.phonesky_recovery
GMS_CORE,com.google.android.gms.phonesky_recovery
GMSCORE_ANDROID_PRIMES,com.google.android.gms.phonesky_recovery
CLIENT_LOGGING_GMSCORE,com.google.android.gms.icing.mdd
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.icing.mdd
ICING,com.google.android.gms.icing.mdd
GMS_CORE,com.google.android.gms.icing.mdd
GMSCORE_ANDROID_PRIMES,com.google.android.gms.icing.mdd
CLIENT_LOGGING_GMSCORE,com.google.android.gms.icing.mdh
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.icing.mdh
ICING,com.google.android.gms.icing.mdh
GMS_CORE,com.google.android.gms.icing.mdh
GMSCORE_ANDROID_PRIMES,com.google.android.gms.icing.mdh
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.permissions
CLIENT_LOGGING_GMSCORE,com.google.android.gms.permissions
GMS_CORE,com.google.android.gms.permissions
GMSCORE_ANDROID_PRIMES,com.google.android.gms.permissions
STREAMZ_HERREVAD,com.google.android.gms.herrevad
HERREVAD,com.google.android.gms.herrevad
CLIENT_LOGGING_GMSCORE,com.google.android.gms.herrevad
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.herrevad
NQLOOKUP,com.google.android.gms.herrevad
GMS_CORE,com.google.android.gms.herrevad
GMSCORE_ANDROID_PRIMES,com.google.android.gms.herrevad
HERREVAD_COUNTERS,com.google.android.gms.herrevad
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.firebase.auth
CLIENT_LOGGING_GMSCORE,com.google.android.gms.firebase.auth
GMS_CORE,com.google.android.gms.firebase.auth
GMSCORE_ANDROID_PRIMES,com.google.android.gms.firebase.auth
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.ads
CLIENT_LOGGING_GMSCORE,com.google.android.gms.ads
GMS_CORE,com.google.android.gms.ads
GMSCORE_ANDROID_PRIMES,com.google.android.gms.ads
CLIENT_LOGGING_GMSCORE_CAR,com.google.android.gms.car
CAR,com.google.android.gms.car
CLIENT_LOGGING_GMSCORE,com.google.android.gms.car
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.car
GMS_CORE,com.google.android.gms.car
GMSCORE_ANDROID_PRIMES,com.google.android.gms.car
GCM_COUNTERS,com.google.android.gms.gcm
GCM,com.google.android.gms.gcm
CLIENT_LOGGING_GMSCORE,com.google.android.gms.gcm
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.gcm
STREAMZ_GCM,com.google.android.gms.gcm
GMS_CORE,com.google.android.gms.gcm
GMSCORE_ANDROID_PRIMES,com.google.android.gms.gcm
CLIENT_LOGGING_GMSCORE,com.google.android.gms.ipa
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.ipa
IPA_GCORE,com.google.android.gms.ipa
GMS_CORE,com.google.android.gms.ipa
GMSCORE_ANDROID_PRIMES,com.google.android.gms.ipa
PAYMENTS_OCR,com.google.android.gms.ocr
CLIENT_LOGGING_GMSCORE,com.google.android.gms.ocr
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.ocr
GMS_CORE,com.google.android.gms.ocr
GMSCORE_ANDROID_PRIMES,com.google.android.gms.ocr
TAP_AND_PAY_GCORE,com.google.android.gms.pay
CLIENT_LOGGING_GMSCORE,com.google.android.gms.pay
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.pay
TAP_AND_PAY_APP,com.google.android.gms.pay
GMS_CORE,com.google.android.gms.pay
GMSCORE_ANDROID_PRIMES,com.google.android.gms.pay
CLIENT_LOGGING_GMSCORE,com.google.android.gms.rcs
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.rcs
STREAMZ_RCS,com.google.android.gms.rcs
GMS_CORE,com.google.android.gms.rcs
GMSCORE_ANDROID_PRIMES,com.google.android.gms.rcs
FPOP_CLIENT,com.google.android.gms.udc
CLIENT_LOGGING_GMSCORE,com.google.android.gms.udc
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.udc
GMS_CORE,com.google.android.gms.udc
GMSCORE_ANDROID_PRIMES,com.google.android.gms.udc
LE_ULR_COUNTERS,com.google.android.gms.ulr
USER_LOCATION_REPORTING,com.google.android.gms.ulr
CLIENT_LOGGING_GMSCORE,com.google.android.gms.ulr
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.ulr
LE,com.google.android.gms.ulr
ULR,com.google.android.gms.ulr
GMS_CORE,com.google.android.gms.ulr
GMSCORE_ANDROID_PRIMES,com.google.android.gms.ulr
CLIENT_LOGGING_GMSCORE,com.google.android.gms.appinvite
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.appinvite
SOCIAL_APPINVITE,com.google.android.gms.appinvite
GMS_CORE,com.google.android.gms.appinvite
GMSCORE_ANDROID_PRIMES,com.google.android.gms.appinvite
ANDROID_AUTH,com.google.android.gms.setupservices
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.usagereporting
CLIENT_LOGGING_GMSCORE,com.google.android.gms.usagereporting
GMS_CORE,com.google.android.gms.usagereporting
GMSCORE_ANDROID_PRIMES,com.google.android.gms.usagereporting
CONSTELLATION,com.google.android.gms.constellation
CLIENT_LOGGING_GMSCORE,com.google.android.gms.constellation
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.constellation
GMS_CORE,com.google.android.gms.constellation
GMSCORE_ANDROID_PRIMES,com.google.android.gms.constellation
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.feedback
CLIENT_LOGGING_GMSCORE,com.google.android.gms.feedback
GMS_CORE,com.google.android.gms.feedback
GMSCORE_ANDROID_PRIMES,com.google.android.gms.feedback
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.adsidentity
CLIENT_LOGGING_GMSCORE,com.google.android.gms.adsidentity
GMS_CORE,com.google.android.gms.adsidentity
GMSCORE_ANDROID_PRIMES,com.google.android.gms.adsidentity
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.analytics
CLIENT_LOGGING_GMSCORE,com.google.android.gms.analytics
GMS_CORE,com.google.android.gms.analytics
GMSCORE_ANDROID_PRIMES,com.google.android.gms.analytics
FPOP_CLIENT,com.google.android.libraries.personalization.footprints#com.google.android.gms
CLIENT_LOGGING_GMSCORE,com.google.android.libraries.personalization.footprints#com.google.android.gms
GMSCORE_SCHEDULER_EVENT,com.google.android.libraries.personalization.footprints#com.google.android.gms
GMS_CORE,com.google.android.libraries.personalization.footprints#com.google.android.gms
GMSCORE_ANDROID_PRIMES,com.google.android.libraries.personalization.footprints#com.google.android.gms
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.subscribedfeeds
CLIENT_LOGGING_GMSCORE,com.google.android.gms.subscribedfeeds
GMS_CORE,com.google.android.gms.subscribedfeeds
GMSCORE_ANDROID_PRIMES,com.google.android.gms.subscribedfeeds
ANDROID_AUTH,com.google.android.gms.auth_cryptauth
THUNDERBIRD,com.google.android.gms.thunderbird
CLIENT_LOGGING_GMSCORE,com.google.android.gms.thunderbird
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.thunderbird
GMS_CORE,com.google.android.gms.thunderbird
GMSCORE_ANDROID_PRIMES,com.google.android.gms.thunderbird
MAGICTETHER_COUNTERS,com.google.android.gms.magictether
CLIENT_LOGGING_GMSCORE,com.google.android.gms.magictether
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.magictether
GMS_CORE,com.google.android.gms.magictether
GMSCORE_ANDROID_PRIMES,com.google.android.gms.magictether
CLIENT_LOGGING_GMSCORE,com.google.android.metrics
GMSCORE_SCHEDULER_EVENT,com.google.android.metrics
EASTWORLD_STATS,com.google.android.metrics
EASTWORLD_BATTERY,com.google.android.metrics
GMS_CORE,com.google.android.metrics
GMSCORE_ANDROID_PRIMES,com.google.android.metrics
CLIENT_LOGGING_GMSCORE,com.google.android.gms.matchstick
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.matchstick
MATCHSTICK,com.google.android.gms.matchstick
MATCHSTICK_COUNTERS,com.google.android.gms.matchstick
GMS_CORE,com.google.android.gms.matchstick
GMSCORE_ANDROID_PRIMES,com.google.android.gms.matchstick
GMSCORE_SCHEDULER_EVENT,com.google.android.mainline.release
CLIENT_LOGGING_GMSCORE,com.google.android.mainline.release
GMS_CORE,com.google.android.mainline.release
GMSCORE_ANDROID_PRIMES,com.google.android.mainline.release
CRONET_WESTINGHOUSE,com.google.android.gms.instantapps
CLIENT_LOGGING_GMSCORE,com.google.android.gms.instantapps
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.instantapps
WESTINGHOUSE_COUNTERS,com.google.android.gms.instantapps
WESTINGHOUSE,com.google.android.gms.instantapps
GMS_CORE,com.google.android.gms.instantapps
GMSCORE_ANDROID_PRIMES,com.google.android.gms.instantapps
CLIENT_LOGGING_GMSCORE,com.google.android.gms.clearcut.public
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.clearcut.public
CLEARCUT_FUNNEL,com.google.android.gms.clearcut.public
METALOG_COUNTERS,com.google.android.gms.clearcut.public
GMS_CORE,com.google.android.gms.clearcut.public
CLEARCUT_LOG_LOSS,com.google.android.gms.clearcut.public
GMSCORE_ANDROID_PRIMES,com.google.android.gms.clearcut.public
CLIENT_LOGGING_GMSCORE,com.google.android.gms.fitness
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.fitness
FITNESS_GMS_CORE,com.google.android.gms.fitness
GMS_CORE,com.google.android.gms.fitness
GMSCORE_ANDROID_PRIMES,com.google.android.gms.fitness
FITNESS_GMS_COUNTERS,com.google.android.gms.fitness
WELLBEING_ANDROID,com.google.android.gms.contextmanager
CLIENT_LOGGING_GMSCORE,com.google.android.gms.contextmanager
WELLBEING_ANDROID_COUNTERS,com.google.android.gms.contextmanager
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.contextmanager
CLIENT_LOGGING_GMSCORE_CONTEXT_MANAGER,com.google.android.gms.contextmanager
WELLBEING_ANDROID_PRIMES,com.google.android.gms.contextmanager
CONTEXT_MANAGER,com.google.android.gms.contextmanager
GMS_CORE,com.google.android.gms.contextmanager
CLIENT_LOGGING_PROD,com.google.android.gms.contextmanager
GMSCORE_ANDROID_PRIMES,com.google.android.gms.contextmanager
ANDROID_AUTH,com.google.android.gms.auth_api_early_update
AUTH_MANAGED,com.google.android.gms.auth_managed
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.measurement
CLIENT_LOGGING_GMSCORE,com.google.android.gms.measurement
GMS_CORE,com.google.android.gms.measurement
GMSCORE_ANDROID_PRIMES,com.google.android.gms.measurement
GMSCORE_SCHEDULER_EVENT,com.google.android.gms
CLIENT_LOGGING_GMSCORE,com.google.android.gms
GMS_CORE,com.google.android.gms
GMSCORE_ANDROID_PRIMES,com.google.android.gms
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.common.download
CLIENT_LOGGING_GMSCORE,com.google.android.gms.common.download
GMS_CORE,com.google.android.gms.common.download
GMSCORE_ANDROID_PRIMES,com.google.android.gms.common.download
VISION,com.google.android.gms.vision.sdk
CLIENT_LOGGING_GMSCORE,com.google.android.gms.vision.sdk
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.vision.sdk
GMS_CORE,com.google.android.gms.vision.sdk
GMSCORE_ANDROID_PRIMES,com.google.android.gms.vision.sdk
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.security
CLIENT_LOGGING_GMSCORE,com.google.android.gms.security
GMS_CORE,com.google.android.gms.security
GMSCORE_ANDROID_PRIMES,com.google.android.gms.security
SOCIAL_USER_LOCATION,com.google.android.gms.locationsharing
CLIENT_LOGGING_GMSCORE,com.google.android.gms.locationsharing
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.locationsharing
GMS_CORE,com.google.android.gms.locationsharing
GMSCORE_ANDROID_PRIMES,com.google.android.gms.locationsharing
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.panorama
CLIENT_LOGGING_GMSCORE,com.google.android.gms.panorama
GMS_CORE,com.google.android.gms.panorama
GMSCORE_ANDROID_PRIMES,com.google.android.gms.panorama
ANDROID_AUTH,com.google.android.gms.trustlet_place
CLIENT_LOGGING_GMSCORE,com.google.android.gms.trustlet_place
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.trustlet_place
GMS_CORE,com.google.android.gms.trustlet_place
GMSCORE_ANDROID_PRIMES,com.google.android.gms.trustlet_place
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.appstate
CLIENT_LOGGING_GMSCORE,com.google.android.gms.appstate
GMS_CORE,com.google.android.gms.appstate
GMSCORE_ANDROID_PRIMES,com.google.android.gms.appstate
ANDROID_AUTH,com.google.android.gms.trustlet_voiceunlock
CLIENT_LOGGING_GMSCORE,com.google.android.gms.trustlet_voiceunlock
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.trustlet_voiceunlock
GMS_CORE,com.google.android.gms.trustlet_voiceunlock
GMSCORE_ANDROID_PRIMES,com.google.android.gms.trustlet_voiceunlock
CLIENT_LOGGING_GMSCORE,com.google.android.gms.learning.platformservices.sharing
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.learning.platformservices.sharing
