logSourceName,packageName
ANDROID_GSA_COUNTERS,com.google.android.googlequicksearchbox
FEDASS_LOGS,com.google.android.googlequicksearchbox
STREAMZ_ANDROID_GSA,com.google.android.googlequicksearchbox
CRONET_ANDROID_GSA,com.google.android.googlequicksearchbox
ANDROID_GSA,com.google.android.googlequicksearchbox
CHIME,com.google.android.googlequicksearchbox
ANDROID_GSA_HIGH_PRIORITY_EVENTS,com.google.android.googlequicksearchbox
ANDROID_GSA_ANDROID_PRIMES,com.google.android.googlequicksearchbox
OPA_TV,com.google.android.googlequicksearchbox
STREAMZ_NGA,com.google.android.googlequicksearchbox
SHERLOG,com.google.android.googlequicksearchbox
OPA_TV_ANDROID_PRIMES,com.google.android.googlequicksearchbox
FEDASS_COUNTERS,com.google.android.googlequicksearchbox
CAMERA_LITE,com.google.android.libraries.lens.nbu.device#com.google.android.googlequicksearchbox
SEARCHLITE,com.google.android.libraries.lens.nbu.device#com.google.android.googlequicksearchbox
CAMERA_LITE,com.google.android.libraries.lens.nbu.user#com.google.android.googlequicksearchbox
SEARCHLITE,com.google.android.libraries.lens.nbu.user#com.google.android.googlequicksearchbox
PEOPLE_AUTOCOMPLETE,com.google.android.gm
SOCIAL_AFFINITY_CHIPS,com.google.android.gm
ANDROID_GMAIL,com.google.android.gm
GMAIL_COUNTERS,com.google.android.gm
GMAIL_ANDROID,com.google.android.gm
SOCIAL_AFFINITY,com.google.android.gm
CHIPS,com.google.android.gm
GMAIL_ANDROID_PRIMES,com.google.android.gm
GMAIL_SYNC_HEALTH,com.google.android.gm
PHENOTYPE,com.google.android.gms.settings.platform
PHENOTYPE,com.google.android.gms.settings.platform.boot
PHENOTYPE,com.google.android.platform.activity_manager
PHENOTYPE,com.google.android.platform.aiai_controlled_releases
PHENOTYPE,com.google.android.platform.app_compat
PHENOTYPE,com.google.android.platform.attention_manager_service
PHENOTYPE,com.google.android.platform.autofill
PHENOTYPE,com.google.android.platform.backup_service
PHENOTYPE,com.google.android.platform.bluetooth
PHENOTYPE,com.google.android.platform.car
PHENOTYPE,com.google.android.platform.configuration
PHENOTYPE,com.google.android.platform.connectivity
PHENOTYPE,com.google.android.platform.connectivity_thermal_power_manager
PHENOTYPE,com.google.android.platform.content_capture
PHENOTYPE,com.google.android.platform.device_personalization_services
AIAI_MATCHMAKER,com.google.android.platform.device_personalization_services
PHENOTYPE,com.google.android.platform.display_manager
PHENOTYPE,com.google.android.platform.flipendo
PHENOTYPE,com.google.android.platform.game_driver
PHENOTYPE,com.google.android.platform.intelligence_bubbles
PHENOTYPE,com.google.android.platform.launcher
PHENOTYPE,com.google.android.platform.netd_native
PHENOTYPE,com.google.android.platform.notification_assistant
PHENOTYPE,com.google.android.platform.oslo
PHENOTYPE,com.google.android.platform.package_manager_service
PHENOTYPE,com.google.android.platform.permissions
PHENOTYPE,com.google.android.platform.privacy
PHENOTYPE,com.google.android.platform.rollback
PHENOTYPE,com.google.android.platform.runtime
PHENOTYPE,com.google.android.platform.runtime_native
PHENOTYPE,com.google.android.platform.settings_stats
PHENOTYPE,com.google.android.platform.system_scheduler
PHENOTYPE,com.google.android.platform.systemui
PHENOTYPE,com.google.android.platform.telephony
PHENOTYPE,com.google.android.platform.textclassifier
PHENOTYPE,com.google.android.platform.widget
PHENOTYPE,com.google.android.platform.wifi
PHENOTYPE,com.google.android.platform.window_manager
PHENOTYPE,com.google.android.platform.activity_manager_native_boot
PHENOTYPE,com.google.android.platform.input_native_boot
PHENOTYPE,com.google.android.platform.rollback_boot
PHENOTYPE,com.google.android.platform.runtime_native_boot
PHENOTYPE,com.google.android.platform.storage_native_boot
PHENOTYPE,com.google.android.platform.window_manager_native_boot
GMS_CORE_PEOPLE,com.google.android.gms.people
CHIPS,com.google.android.gms.people
GMS_CORE_PEOPLE,com.google.android.gms.people.ui
CHIPS,com.google.android.gms.people.ui
WESTWORLD_METADATA,com.google.android.westworld
WESTWORLD_COUNTERS,com.google.android.westworld
PERFETTO,com.google.android.westworld
WESTWORLD,com.google.android.westworld
INCIDENT_REPORT,com.google.android.westworld
WESTINGHOUSE_COUNTERS,com.google.android.finsky.instantapps
WESTINGHOUSE,com.google.android.finsky.instantapps
GMSCORE_SCHEDULER_EVENT,org.chromium.net.cronet
CLIENT_LOGGING_GMSCORE,org.chromium.net.cronet
GMS_CORE,org.chromium.net.cronet
GMSCORE_ANDROID_PRIMES,org.chromium.net.cronet
ANDROID_AUTH,com.google.android.gms.auth_api_phone
CLIENT_LOGGING_GMSCORE,com.google.android.gms.auth_api_phone
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.auth_api_phone
GMS_CORE,com.google.android.gms.auth_api_phone
GMSCORE_ANDROID_PRIMES,com.google.android.gms.auth_api_phone
ANDROID_AUTH,com.google.android.gms.auth_api_proxy
CLIENT_LOGGING_GMSCORE,com.google.android.gms.auth_api_proxy
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.auth_api_proxy
GMS_CORE,com.google.android.gms.auth_api_proxy
GMSCORE_ANDROID_PRIMES,com.google.android.gms.auth_api_proxy
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.reminders
CLIENT_LOGGING_GMSCORE,com.google.android.gms.reminders
GMS_CORE,com.google.android.gms.reminders
GMSCORE_ANDROID_PRIMES,com.google.android.gms.reminders
GMSCORE_SCHEDULER_EVENT,com.google.android.client_error_logging
CLIENT_LOGGING_GMSCORE,com.google.android.client_error_logging
GMS_CORE,com.google.android.client_error_logging
GMSCORE_ANDROID_PRIMES,com.google.android.client_error_logging
MDI_SYNC_COMPONENTS_VERBOSE,com.google.android.gms.romanesco
CLIENT_LOGGING_GMSCORE,com.google.android.gms.romanesco
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.romanesco
ROMANESCO_GCORE,com.google.android.gms.romanesco
MDI_SYNC_COMPONENTS_GAIA,com.google.android.gms.romanesco
CLIENT_LOGGING_GMSCORE_MDI_SYNC,com.google.android.gms.romanesco
GMS_CORE,com.google.android.gms.romanesco
GMSCORE_ANDROID_PRIMES,com.google.android.gms.romanesco
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.platformconfigurator
CLIENT_LOGGING_GMSCORE,com.google.android.gms.platformconfigurator
GMS_CORE,com.google.android.gms.platformconfigurator
GMSCORE_ANDROID_PRIMES,com.google.android.gms.platformconfigurator
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.easysignin
CLIENT_LOGGING_GMSCORE,com.google.android.gms.easysignin
GMS_CORE,com.google.android.gms.easysignin
GMSCORE_ANDROID_PRIMES,com.google.android.gms.easysignin
IDENTITY_FRONTEND,com.google.android.gms.accountsettings
CLIENT_LOGGING_GMSCORE,com.google.android.gms.accountsettings
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.accountsettings
GMS_CORE,com.google.android.gms.accountsettings
GMSCORE_ANDROID_PRIMES,com.google.android.gms.accountsettings
CLIENT_LOGGING_GMSCORE,com.google.android.gms.backup
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.backup
ANDROID_MIGRATE,com.google.android.gms.backup
ANDROID_BACKUP,com.google.android.gms.backup
GMS_CORE,com.google.android.gms.backup
GMSCORE_ANDROID_PRIMES,com.google.android.gms.backup
CLIENT_LOGGING_GMSCORE,com.google.android.gms.beacon
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.beacon
BEACON_GCORE,com.google.android.gms.beacon
GMS_CORE,com.google.android.gms.beacon
GMSCORE_ANDROID_PRIMES,com.google.android.gms.beacon
GMSCORE_SCHEDULER_EVENT,com.google.android.libraries.consentverifier#com.google.android.gms
CLIENT_LOGGING_GMSCORE,com.google.android.libraries.consentverifier#com.google.android.gms
GMS_CORE,com.google.android.libraries.consentverifier#com.google.android.gms
GMSCORE_ANDROID_PRIMES,com.google.android.libraries.consentverifier#com.google.android.gms
ANDROID_AUTH,com.google.android.gms.auth_account
CLIENT_LOGGING_GMSCORE,com.google.android.gms.family
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.family
UNICORN_FAMILY_MANAGEMENT,com.google.android.gms.family
GMS_CORE,com.google.android.gms.family
GMSCORE_ANDROID_PRIMES,com.google.android.gms.family
CONTACTSHEET,com.google.android.gms.smart_profile
SOCIAL,com.google.android.gms.smart_profile
CLIENT_LOGGING_GMSCORE,com.google.android.gms.smart_profile
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.smart_profile
GMS_CORE,com.google.android.gms.smart_profile
GMSCORE_ANDROID_PRIMES,com.google.android.gms.smart_profile
ACTIVITY_RECOGNITION,com.google.android.location
CLIENT_LOGGING_GMSCORE,com.google.android.location
GMSCORE_SCHEDULER_EVENT,com.google.android.location
LE,com.google.android.location
GMS_CORE,com.google.android.location
GMSCORE_ANDROID_PRIMES,com.google.android.location
CLIENT_LOGGING_GMSCORE,com.google.android.gms.growth
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.growth
ANDROID_GROWTH,com.google.android.gms.growth
GMS_CORE,com.google.android.gms.growth
GMSCORE_ANDROID_PRIMES,com.google.android.gms.growth
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.notifications
CLIENT_LOGGING_GMSCORE,com.google.android.gms.notifications
GMS_CORE,com.google.android.gms.notifications
GMSCORE_ANDROID_PRIMES,com.google.android.gms.notifications
ANDROID_AUTH,com.google.android.gms.auth.api.signin
CLIENT_LOGGING_GMSCORE,com.google.android.gms.auth.api.signin
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.auth.api.signin
GMS_CORE,com.google.android.gms.auth.api.signin
GMSCORE_ANDROID_PRIMES,com.google.android.gms.auth.api.signin
COPRESENCE,com.google.android.gms.nearby
CLIENT_LOGGING_GMSCORE,com.google.android.gms.nearby
GMSCORE_SCHEDULER_EVENT,com.google.android.gms.nearby
NEARBY,com.google.android.gms.nearby
