_id,latitude,longitude,poi_city,poi_name,poi_hierarchy
1,37.235496520996094,-80.43693542480469,Blacksburg,Sturbridge Square,
2,38.71188735961914,-81.96760559082031,Southside,The Thornburg Farm,
